Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PLCE,"Children&#39;s Place, Inc. (The)",93.48,$1.48B,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce
CMRX,"Chimerix, Inc.",3.39,$173.14M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx
CADC,"China Advanced Construction Materials Group, Inc.",3.35,$18.71M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc
CAAS,"China Automotive Systems, Inc.",2.23,$72.11M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
CBPO,"China Biologic Products Holdings, Inc.",95,$3.7B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",0.8701,$5.23M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
CCRC,"China Customer Relations Centers, Inc.",10.35,$189.71M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc
JRJC,China Finance Online Co. Limited,0.88,$20.79M,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc
HGSH,"China HGS Real Estate, Inc.",0.8642,$38.93M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
CIH,China Index Holdings Limited,3.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/cih
CIFS,China Internet Nationwide Financial Services Inc.,2.27,$50.2M,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs
CJJD,"China Jo-Jo Drugstores, Inc.",1.12,$36.89M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,0.9299,$23.52M,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc
CHNR,"China Natural Resources, Inc.",1.7,$42.35M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,0.42,$6.76M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
SXTC,"China SXT Pharmaceuticals, Inc.",4.34,$115.91M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sxtc
CNTF,China TechFaith Wireless Communication Technology Limited,0.569,$6.02M,2005,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,2.16,$110.05M,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,0.8839,$23.55M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",1.4145,$23.22M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,15.47,$562.54M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,3.8,$210.98M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,27.66,$572.56M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,26.43,$502.17M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,27.0024,$453.64M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,27.74,$313.99M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,28.67,$207.35M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",112.25,$4.51B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",22.6,$379.03M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",1.67,$44.49M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,19.36,$848.08M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
CMCTP,CIM Commercial Trust Corporation,25.1,$202.83M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp
CMPR,Cimpress N.V,99.5,$3.06B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,104.59,$17.07B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,1.36,$48.52M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,232.38,$24.3B,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",41.26,$2.4B,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",57.03,$244.13B,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",14.97,$180.88M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn
CTXR,"Citius Pharmaceuticals, Inc.",1.1,$24.28M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr
CTXRW,"Citius Pharmaceuticals, Inc.",0.22,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw
CZNC,Citizens & Northern Corp,26.12,$357.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",11.1,$121.99M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,25.21,$64.21M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,21.39,$105.07M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",99.79,$13.14B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,73.85,$1.22B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",21.81,$340.76M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",72.5,"$733,700 ",n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
CLAR,Clarus Corporation,14.1,$421.46M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar
CLNE,Clean Energy Fuels Corp.,2.7,$552.57M,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne
CACG,ClearBridge All Cap Growth ETF,31.83,$98.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,31.02,$4.65M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,35.0467,$145.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",13.3,$181.73M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",2.4,$39.91M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",1.03,$38.72M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,1.09,$29.1M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir
CBLI,"Cleveland BioLabs, Inc.",1.4975,$16.92M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli
CLVS,"Clovis Oncology, Inc.",15.04,$797.19M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
CLPS,CLPS Incorporation,6.36,$88.49M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
CMFN,CM Finance Inc,7.21,$98.2M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
CMFNL,CM Finance Inc,25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl
CME,CME Group Inc.,197.46,$70.69B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,26.61,$405.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CCB,Coastal Financial Corporation,15.4,$183.36M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb
COKE,"Coca-Cola Consolidated, Inc.",302.42,$2.83B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
COCP,"Cocrystal Pharma, Inc.",2.12,$67.04M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CODA,"Coda Octopus Group, Inc.",14.59,$151.96M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",19.26,$1.05B,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",0.752,$12.8M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",21.72,$205.37M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.33,$24.12M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",59.86,$2.78B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,46.41,$7.96B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,64.46,$36.7B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",1.67,$66.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",128.69,$3.11B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",21.77,$1.51B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",15.76,$646.43M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",19.04,$174.18M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",12.46,$416M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,70.49,$2.69B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,CollPlant Biotechnologies Ltd.,5,$19.07M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",16.75,$159.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",35.38,$2.6B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
CLBK,"Columbia Financial, Inc.",14.83,$1.72B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk
COLM,Columbia Sportswear Company,99.64,$6.81B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,40,$937.54M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,43.56,$197.71B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CCNI,"Command Center, Inc.",5.47,$25.32M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni
CBSH,"Commerce Bancshares, Inc.",57.87,$6.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.21,$2.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CVGI,"Commercial Vehicle Group, Inc.",7.14,$223.18M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",16.01,$3.1B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",3.05,$28.42M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,7.75,$171.81M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",10,$74.25M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CTBI,"Community Trust Bancorp, Inc.",40.77,$724.6M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,9.85,$83.23M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",48.74,$2.23B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,3.95,$236.61M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",27.29,$391.75M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",4.08,$56.59M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
SCOR,"comScore, Inc.",7.75,$469.37M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",2.62,$10.18M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,27.53,$664.52M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,0.9212,$30.55M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",10.91,$259.62M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
BBCP,"Concrete Pumping Holdings, Inc. ",4.42,$257.24M,2017,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbcp
CDOR,"Condor Hospitality Trust, Inc.",8.24,$98.23M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",4.1,$278.31M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",4,$33.36M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNFRL,"Conifer Holdings, Inc.",20.301,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNMD,CONMED Corporation,86.44,$2.44B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",69.26,$835.5M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",22.04,$781.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",17.36,$554.16M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",4.93,$355.45M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,14.01,$210.44M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,10.41,$55.62M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.23,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.6,$196.42M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.0788,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
CNST,"Constellation Pharmaceuticals, Inc.",10.2,$263.23M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst
ROAD,"Construction Partners, Inc.",13.92,$715.69M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",3.59,$79.52M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,0.4899,$38.9M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc.,5.2,$3.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,23.75,$633.2M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
AWSM,Cool Holdings Inc.,1.87,$15.46M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/awsm
CPRT,"Copart, Inc.",73.94,$16.94B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.35,$473.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,10.47,$1.2B,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",36.43,$1.67B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CSOD,"Cornerstone OnDemand, Inc.",55.87,$3.33B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,2.29,$91.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CRTX,"Cortexyme, Inc.",35.89,$963.33M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crtx
CLDB,Cortland Bancorp,23.1,$101.27M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb
CRVL,CorVel Corp.,83.6,$1.55B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",3.36,$98.54M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",560.54,$20.48B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,266.13,$117.04B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.6,$9.52M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.88,$120.05M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,126.72,$7.83B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",13.71,$251.83M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
CVET,"Covetrus, Inc.",23.65,$2.64B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvet
COWN,Cowen Inc.,16.46,$486.99M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,25.54,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,25.47,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,2.75,$30.69M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.185,$15.65M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",34.96,$281.11M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",167.89,$4.04B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",13.64,$264.82M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,34.62,$1.43B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CREX,"Creative Realities, Inc.",2.45,$23.83M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex
CREXW,"Creative Realities, Inc.",0.41,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CACC,Credit Acceptance Corporation,481.48,$9.05B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,36.44,$14.72M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,28.39,$27.22M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.9,$33.74M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,6.7,$20.44M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,19.76,$775.25M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
UGLD,Credit Suisse AG,117.65,$126.65M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,66.38,$244.82M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,20.82,$7.66M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,11.27,$42.25M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
ZIV,Credit Suisse AG,72.71,$86.38M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",57.15,$6.01B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRSA,Crescent Acquisition Corp,9.8,$245M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsa
CRSAU,Crescent Acquisition Corp,10.05,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsau
CRSAW,Crescent Acquisition Corp,0.65,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsaw
CRESY,Cresud S.A.C.I.F. y A.,10.83,$543.28M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRNX,"Crinetics Pharmaceuticals, Inc.",23.24,$560.97M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx
CRSP,CRISPR Therapeutics AG,45.41,$2.49B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,18.41,$1.22B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",19.36,$1.39B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,15.94,$5.31B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",8.55,$314.86M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWD,"CrowdStrike Holdings, Inc.",72.23,$512.35M,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crwd
CRWS,"Crown Crafts, Inc.",4.35,$44.02M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",17.82,$544.7M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",15.03,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",48.49,$1.61B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,3.37,$158.61M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,14.9548,$61.88M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",67.44,$1.01B,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,78.67,$63.66B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,0.9885,$57.31M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,2.73,$10.2M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",36.05,$19.94B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",7.5,$155.87M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",0.9266,$26.51M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,6.3,$97.88M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,17.21,$291.24M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.63,$54.04M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",19.99,$280.6M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,21.31,$2.98B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,3.7256,$24.42M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3.12,$18.21M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,126.19,$4.75B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,16.38,$116.41M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
